As of Date,Region,Total Patients Hospitalized,Total Patients in ICU
10/24/2020,MOHAWK VALLEY,14,4
10/24/2020,NEW YORK CITY,444,97
10/24/2020,NORTH COUNTRY,5,0
10/24/2020,SOUTHERN TIER,101,26
10/24/2020,WESTERN NEW YORK,81,21
10/25/2020,CAPITAL REGION,72,12
10/25/2020,CENTRAL NEW YORK,31,6
10/25/2020,FINGER LAKES,56,13
10/25/2020,LONG ISLAND,101,25
10/25/2020,MID-HUDSON,123,23
10/25/2020,MOHAWK VALLEY,14,4
10/25/2020,NEW YORK CITY,465,110
10/25/2020,NORTH COUNTRY,5,0
10/25/2020,SOUTHERN TIER,106,24
10/25/2020,WESTERN NEW YORK,86,20
10/26/2020,CAPITAL REGION,77,10
10/26/2020,CENTRAL NEW YORK,34,6
10/26/2020,FINGER LAKES,55,10
10/26/2020,LONG ISLAND,93,23
10/26/2020,MID-HUDSON,129,21
10/26/2020,MOHAWK VALLEY,17,5
10/26/2020,NEW YORK CITY,475,112
10/26/2020,NORTH COUNTRY,8,0
10/26/2020,SOUTHERN TIER,108,24
10/26/2020,WESTERN NEW YORK,87,22
10/27/2020,CAPITAL REGION,80,12
10/27/2020,CENTRAL NEW YORK,36,6
10/27/2020,FINGER LAKES,59,14
10/27/2020,LONG ISLAND,90,21
10/27/2020,MID-HUDSON,127,21
10/27/2020,MOHAWK VALLEY,16,3
10/27/2020,NEW YORK CITY,470,117
10/27/2020,NORTH COUNTRY,9,0
10/27/2020,SOUTHERN TIER,108,21
10/27/2020,WESTERN NEW YORK,90,21
10/28/2020,CAPITAL REGION,81,12
10/28/2020,CENTRAL NEW YORK,40,7
10/28/2020,FINGER LAKES,57,14
10/28/2020,LONG ISLAND,90,20
10/28/2020,MID-HUDSON,126,19
10/28/2020,MOHAWK VALLEY,16,3
10/28/2020,NEW YORK CITY,461,122
10/28/2020,NORTH COUNTRY,8,0
10/28/2020,SOUTHERN TIER,112,19
10/28/2020,WESTERN NEW YORK,94,21
10/29/2020,CAPITAL REGION,81,13
10/29/2020,CENTRAL NEW YORK,39,8
10/29/2020,FINGER LAKES,60,17
10/29/2020,LONG ISLAND,89,21
10/29/2020,MID-HUDSON,119,19
10/29/2020,MOHAWK VALLEY,17,5
10/29/2020,NEW YORK CITY,463,119
10/29/2020,NORTH COUNTRY,9,1
10/29/2020,SOUTHERN TIER,121,19
10/29/2020,WESTERN NEW YORK,87,21
10/30/2020,CAPITAL REGION,83,9
10/30/2020,CENTRAL NEW YORK,36,7
10/30/2020,FINGER LAKES,74,18
10/30/2020,LONG ISLAND,109,26
10/30/2020,MID-HUDSON,120,20
10/30/2020,MOHAWK VALLEY,19,5
10/30/2020,NEW YORK CITY,458,118
10/30/2020,NORTH COUNTRY,11,1
10/30/2020,SOUTHERN TIER,125,22
10/30/2020,WESTERN NEW YORK,86,22
10/31/2020,CAPITAL REGION,85,12
10/31/2020,CENTRAL NEW YORK,38,10
10/31/2020,FINGER LAKES,84,20
10/31/2020,LONG ISLAND,102,26
10/31/2020,MID-HUDSON,124,22
10/31/2020,MOHAWK VALLEY,20,6
10/31/2020,NEW YORK CITY,447,119
10/31/2020,NORTH COUNTRY,12,2
10/31/2020,SOUTHERN TIER,126,21
10/31/2020,WESTERN NEW YORK,87,21
11/01/2020,CAPITAL REGION,85,17
11/01/2020,CENTRAL NEW YORK,38,10
11/01/2020,FINGER LAKES,92,22
11/01/2020,LONG ISLAND,107,27
11/01/2020,MID-HUDSON,120,22
11/01/2020,MOHAWK VALLEY,22,9
11/01/2020,NEW YORK CITY,458,120
11/01/2020,NORTH COUNTRY,12,2
11/01/2020,SOUTHERN TIER,127,27
11/01/2020,WESTERN NEW YORK,90,20
11/02/2020,CAPITAL REGION,96,16
11/02/2020,CENTRAL NEW YORK,44,11
11/02/2020,FINGER LAKES,99,26
11/02/2020,LONG ISLAND,117,24
11/02/2020,MID-HUDSON,127,23
11/02/2020,MOHAWK VALLEY,22,6
11/02/2020,NEW YORK CITY,488,112
11/02/2020,NORTH COUNTRY,14,3
11/02/2020,SOUTHERN TIER,128,27
11/02/2020,WESTERN NEW YORK,92,20
11/03/2020,CAPITAL REGION,96,16
11/03/2020,CENTRAL NEW YORK,47,13
11/03/2020,FINGER LAKES,100,29
11/03/2020,LONG ISLAND,141,30
11/03/2020,MID-HUDSON,133,24
11/03/2020,MOHAWK VALLEY,24,7
11/03/2020,NEW YORK CITY,484,114
11/03/2020,NORTH COUNTRY,14,6
11/03/2020,SOUTHERN TIER,122,26
11/03/2020,WESTERN NEW YORK,92,19
11/04/2020,CAPITAL REGION,94,15
11/04/2020,CENTRAL NEW YORK,56,13
11/04/2020,FINGER LAKES,104,30
11/04/2020,LONG ISLAND,149,30
11/04/2020,MID-HUDSON,143,25
11/04/2020,MOHAWK VALLEY,27,7
11/04/2020,NEW YORK CITY,478,103
11/04/2020,NORTH COUNTRY,13,5
11/04/2020,SOUTHERN TIER,126,24
11/04/2020,WESTERN NEW YORK,87,16
11/05/2020,CAPITAL REGION,95,16
11/05/2020,CENTRAL NEW YORK,62,13
11/05/2020,FINGER LAKES,111,29
11/05/2020,LONG ISLAND,147,31
11/05/2020,MID-HUDSON,154,26
11/05/2020,MOHAWK VALLEY,27,8
11/05/2020,NEW YORK CITY,483,109
11/05/2020,NORTH COUNTRY,15,7
11/05/2020,SOUTHERN TIER,128,23
11/05/2020,WESTERN NEW YORK,99,23
11/06/2020,CAPITAL REGION,98,17
11/06/2020,CENTRAL NEW YORK,62,13
11/06/2020,FINGER LAKES,121,27
11/06/2020,LONG ISLAND,148,35
11/06/2020,MID-HUDSON,164,31
11/06/2020,MOHAWK VALLEY,30,10
11/06/2020,NEW YORK CITY,510,118
11/06/2020,NORTH COUNTRY,13,6
11/06/2020,SOUTHERN TIER,124,24
11/06/2020,WESTERN NEW YORK,111,27
11/07/2020,CAPITAL REGION,105,15
11/07/2020,CENTRAL NEW YORK,68,12
11/07/2020,FINGER LAKES,120,25
11/07/2020,LONG ISLAND,152,32
11/07/2020,MID-HUDSON,164,31
11/07/2020,MOHAWK VALLEY,34,9
11/07/2020,NEW YORK CITY,502,120
11/07/2020,NORTH COUNTRY,17,5
11/07/2020,SOUTHERN TIER,116,22
11/07/2020,WESTERN NEW YORK,118,24
11/08/2020,CAPITAL REGION,116,15
11/08/2020,CENTRAL NEW YORK,68,13
11/08/2020,FINGER LAKES,129,22
11/08/2020,LONG ISLAND,156,31
11/08/2020,MID-HUDSON,180,28
11/08/2020,MOHAWK VALLEY,33,9
11/08/2020,NEW YORK CITY,509,113
11/08/2020,NORTH COUNTRY,22,6
11/08/2020,SOUTHERN TIER,114,22
11/08/2020,WESTERN NEW YORK,117,23
11/09/2020,CAPITAL REGION,119,21
11/09/2020,CENTRAL NEW YORK,76,13
11/09/2020,FINGER LAKES,136,21
11/09/2020,LONG ISLAND,171,35
11/09/2020,MID-HUDSON,207,28
11/09/2020,MOHAWK VALLEY,35,11
11/09/2020,NEW YORK CITY,545,114
11/09/2020,NORTH COUNTRY,24,8
11/09/2020,SOUTHERN TIER,126,24
11/09/2020,WESTERN NEW YORK,109,21
11/10/2020,CAPITAL REGION,129,22
11/10/2020,CENTRAL NEW YORK,78,13
11/10/2020,FINGER LAKES,146,21
11/10/2020,LONG ISLAND,189,36
11/10/2020,MID-HUDSON,227,33
11/10/2020,MOHAWK VALLEY,36,9
11/10/2020,NEW YORK CITY,540,115
11/10/2020,NORTH COUNTRY,24,8
11/10/2020,SOUTHERN TIER,133,26
11/10/2020,WESTERN NEW YORK,126,21
11/11/2020,CAPITAL REGION,130,24
11/11/2020,CENTRAL NEW YORK,79,16
11/11/2020,FINGER LAKES,150,25
11/11/2020,LONG ISLAND,204,38
11/11/2020,MID-HUDSON,238,34
11/11/2020,MOHAWK VALLEY,37,8
11/11/2020,NEW YORK CITY,559,110
11/11/2020,NORTH COUNTRY,26,8
11/11/2020,SOUTHERN TIER,120,20
11/11/2020,WESTERN NEW YORK,134,25
11/12/2020,CAPITAL REGION,125,27
11/12/2020,CENTRAL NEW YORK,89,18
11/12/2020,FINGER LAKES,157,26
11/12/2020,LONG ISLAND,205,35
11/12/2020,MID-HUDSON,251,41
11/12/2020,MOHAWK VALLEY,34,9
11/12/2020,NEW YORK CITY,581,115
11/12/2020,NORTH COUNTRY,32,6
11/12/2020,SOUTHERN TIER,126,23
11/12/2020,WESTERN NEW YORK,137,31
11/13/2020,CAPITAL REGION,129,29
11/13/2020,CENTRAL NEW YORK,98,23
11/13/2020,FINGER LAKES,164,32
11/13/2020,LONG ISLAND,211,41
11/13/2020,MID-HUDSON,267,42
11/13/2020,MOHAWK VALLEY,36,11
11/13/2020,NEW YORK CITY,579,125
11/13/2020,NORTH COUNTRY,30,5
11/13/2020,SOUTHERN TIER,127,27
11/13/2020,WESTERN NEW YORK,147,32
11/14/2020,CAPITAL REGION,126,27
11/14/2020,CENTRAL NEW YORK,99,20
11/14/2020,FINGER LAKES,178,35
11/14/2020,LONG ISLAND,214,43
11/14/2020,MID-HUDSON,281,48
11/14/2020,MOHAWK VALLEY,43,11
11/14/2020,NEW YORK CITY,602,132
11/14/2020,NORTH COUNTRY,32,5
11/14/2020,SOUTHERN TIER,114,26
11/14/2020,WESTERN NEW YORK,156,31
11/15/2020,CAPITAL REGION,126,26
11/15/2020,CENTRAL NEW YORK,102,19
11/15/2020,FINGER LAKES,184,33
11/15/2020,LONG ISLAND,230,46
11/15/2020,MID-HUDSON,302,50
11/15/2020,MOHAWK VALLEY,42,8
11/15/2020,NEW YORK CITY,656,143
11/15/2020,NORTH COUNTRY,33,6
11/15/2020,SOUTHERN TIER,118,25
11/15/2020,WESTERN NEW YORK,175,35
11/16/2020,CAPITAL REGION,135,30
11/16/2020,CENTRAL NEW YORK,119,19
11/16/2020,FINGER LAKES,206,40
11/16/2020,LONG ISLAND,247,48
11/16/2020,MID-HUDSON,310,52
11/16/2020,MOHAWK VALLEY,44,7
11/16/2020,NEW YORK CITY,712,139
11/16/2020,NORTH COUNTRY,34,6
11/16/2020,SOUTHERN TIER,132,26
11/16/2020,WESTERN NEW YORK,185,41
11/17/2020,CAPITAL REGION,137,31
11/17/2020,CENTRAL NEW YORK,111,18
11/17/2020,FINGER LAKES,211,46
11/17/2020,LONG ISLAND,251,49
11/17/2020,MID-HUDSON,320,53
11/17/2020,MOHAWK VALLEY,53,8
11/17/2020,NEW YORK CITY,732,138
11/17/2020,NORTH COUNTRY,39,9
11/17/2020,SOUTHERN TIER,128,25
11/17/2020,WESTERN NEW YORK,220,46
11/18/2020,CAPITAL REGION,138,32
11/18/2020,CENTRAL NEW YORK,115,26
11/18/2020,FINGER LAKES,225,44
11/18/2020,LONG ISLAND,262,46
11/18/2020,MID-HUDSON,346,54
11/18/2020,MOHAWK VALLEY,49,9
11/18/2020,NEW YORK CITY,746,141
11/18/2020,NORTH COUNTRY,37,9
11/18/2020,SOUTHERN TIER,125,26
11/18/2020,WESTERN NEW YORK,233,50
11/19/2020,CAPITAL REGION,134,30
11/19/2020,CENTRAL NEW YORK,125,29
11/19/2020,FINGER LAKES,229,43
11/19/2020,LONG ISLAND,281,47
11/19/2020,MID-HUDSON,358,52
11/19/2020,MOHAWK VALLEY,45,9
11/19/2020,NEW YORK CITY,770,153
11/19/2020,NORTH COUNTRY,38,7
11/19/2020,SOUTHERN TIER,126,27
11/19/2020,WESTERN NEW YORK,242,48
11/20/2020,CAPITAL REGION,138,32
11/20/2020,CENTRAL NEW YORK,139,29
11/20/2020,FINGER LAKES,233,43
11/20/2020,LONG ISLAND,299,53
11/20/2020,MID-HUDSON,360,51
11/20/2020,MOHAWK VALLEY,52,10
11/20/2020,NEW YORK CITY,790,170
11/20/2020,NORTH COUNTRY,39,7
11/20/2020,SOUTHERN TIER,128,29
11/20/2020,WESTERN NEW YORK,265,43
11/21/2020,CAPITAL REGION,139,33
11/21/2020,CENTRAL NEW YORK,147,29
11/21/2020,FINGER LAKES,262,46
11/21/2020,LONG ISLAND,311,59
11/21/2020,MID-HUDSON,372,50
11/21/2020,MOHAWK VALLEY,61,13
11/21/2020,NEW YORK CITY,825,184
11/21/2020,NORTH COUNTRY,38,8
11/21/2020,SOUTHERN TIER,134,28
11/21/2020,WESTERN NEW YORK,273,52
11/22/2020,CAPITAL REGION,148,31
11/22/2020,CENTRAL NEW YORK,144,30
11/22/2020,FINGER LAKES,289,53
11/22/2020,LONG ISLAND,336,61
11/22/2020,MID-HUDSON,401,61
11/22/2020,MOHAWK VALLEY,69,16
11/22/2020,NEW YORK CITY,869,191
11/22/2020,NORTH COUNTRY,34,10
11/22/2020,SOUTHERN TIER,134,30
11/22/2020,WESTERN NEW YORK,300,62
11/23/2020,CAPITAL REGION,153,32
11/23/2020,CENTRAL NEW YORK,149,32
11/23/2020,FINGER LAKES,305,54
11/23/2020,LONG ISLAND,351,65
11/23/2020,MID-HUDSON,413,63
11/23/2020,MOHAWK VALLEY,70,14
11/23/2020,NEW YORK CITY,931,196
11/23/2020,NORTH COUNTRY,32,9
11/23/2020,SOUTHERN TIER,136,33
11/23/2020,WESTERN NEW YORK,316,61
11/24/2020,CAPITAL REGION,161,34
11/24/2020,CENTRAL NEW YORK,157,38
11/24/2020,FINGER LAKES,319,61
11/24/2020,LONG ISLAND,387,80
11/24/2020,MID-HUDSON,425,68
11/24/2020,MOHAWK VALLEY,69,12
11/24/2020,NEW YORK CITY,961,200
11/24/2020,NORTH COUNTRY,29,7
11/24/2020,SOUTHERN TIER,137,31
11/24/2020,WESTERN NEW YORK,337,65
11/25/2020,CAPITAL REGION,163,34
11/25/2020,CENTRAL NEW YORK,155,45
11/25/2020,FINGER LAKES,321,58
11/25/2020,LONG ISLAND,421,82
11/25/2020,MID-HUDSON,433,66
11/25/2020,MOHAWK VALLEY,83,16
11/25/2020,NEW YORK CITY,967,219
11/25/2020,NORTH COUNTRY,29,7
11/25/2020,SOUTHERN TIER,134,28
11/25/2020,WESTERN NEW YORK,350,73
11/26/2020,CAPITAL REGION,161,34
11/26/2020,CENTRAL NEW YORK,158,39
11/26/2020,FINGER LAKES,328,63
11/26/2020,LONG ISLAND,417,82
11/26/2020,MID-HUDSON,440,64
11/26/2020,MOHAWK VALLEY,85,16
11/26/2020,NEW YORK CITY,1006,236
11/26/2020,NORTH COUNTRY,30,5
11/26/2020,SOUTHERN TIER,123,27
11/26/2020,WESTERN NEW YORK,355,70
11/27/2020,CAPITAL REGION,166,34
11/27/2020,CENTRAL NEW YORK,161,38
11/27/2020,FINGER LAKES,341,62
11/27/2020,LONG ISLAND,460,86
11/27/2020,MID-HUDSON,449,67
11/27/2020,MOHAWK VALLEY,97,17
11/27/2020,NEW YORK CITY,1072,236
11/27/2020,NORTH COUNTRY,28,5
11/27/2020,SOUTHERN TIER,134,31
11/27/2020,WESTERN NEW YORK,379,78
11/28/2020,CAPITAL REGION,169,31
11/28/2020,CENTRAL NEW YORK,165,37
11/28/2020,FINGER LAKES,371,62
11/28/2020,LONG ISLAND,470,83
11/28/2020,MID-HUDSON,463,73
11/28/2020,MOHAWK VALLEY,107,18
11/28/2020,NEW YORK CITY,1070,246
11/28/2020,NORTH COUNTRY,30,5
11/28/2020,SOUTHERN TIER,141,31
11/28/2020,WESTERN NEW YORK,386,81
11/29/2020,CAPITAL REGION,176,27
11/29/2020,CENTRAL NEW YORK,179,44
11/29/2020,FINGER LAKES,404,69
11/29/2020,LONG ISLAND,495,84
11/29/2020,MID-HUDSON,475,78
11/29/2020,MOHAWK VALLEY,113,18
11/29/2020,NEW YORK CITY,1113,243
11/29/2020,NORTH COUNTRY,28,4
11/29/2020,SOUTHERN TIER,138,28
11/29/2020,WESTERN NEW YORK,411,86
11/30/2020,CAPITAL REGION,199,33
11/30/2020,CENTRAL NEW YORK,191,49
11/30/2020,FINGER LAKES,422,68
11/30/2020,LONG ISLAND,541,99
11/30/2020,MID-HUDSON,509,83
11/30/2020,MOHAWK VALLEY,112,16
11/30/2020,NEW YORK CITY,1203,260
11/30/2020,NORTH COUNTRY,26,4
11/30/2020,SOUTHERN TIER,139,29
11/30/2020,WESTERN NEW YORK,432,77
12/01/2020,CAPITAL REGION,204,32
12/01/2020,CENTRAL NEW YORK,214,54
12/01/2020,FINGER LAKES,461,83
12/01/2020,LONG ISLAND,578,96
12/01/2020,MID-HUDSON,545,83
12/01/2020,MOHAWK VALLEY,124,17
12/01/2020,NEW YORK CITY,1204,266
12/01/2020,NORTH COUNTRY,27,4
12/01/2020,SOUTHERN TIER,139,27
12/01/2020,WESTERN NEW YORK,428,80
12/02/2020,CAPITAL REGION,217,33
12/02/2020,CENTRAL NEW YORK,224,54
12/02/2020,FINGER LAKES,470,93
12/02/2020,LONG ISLAND,605,99
12/02/2020,MID-HUDSON,563,89
12/02/2020,MOHAWK VALLEY,123,18
12/02/2020,NEW YORK CITY,1255,281
12/02/2020,NORTH COUNTRY,29,5
12/02/2020,SOUTHERN TIER,131,27
12/02/2020,WESTERN NEW YORK,446,84
12/03/2020,CAPITAL REGION,213,34
12/03/2020,CENTRAL NEW YORK,239,54
12/03/2020,FINGER LAKES,480,101
12/03/2020,LONG ISLAND,653,98
12/03/2020,MID-HUDSON,568,89
12/03/2020,MOHAWK VALLEY,122,17
12/03/2020,NEW YORK CITY,1306,288
12/03/2020,NORTH COUNTRY,32,4
12/03/2020,SOUTHERN TIER,132,25
12/03/2020,WESTERN NEW YORK,477,85
12/04/2020,CAPITAL REGION,211,33
12/04/2020,CENTRAL NEW YORK,256,60
12/04/2020,FINGER LAKES,489,101
12/04/2020,LONG ISLAND,680,97
12/04/2020,MID-HUDSON,567,84
12/04/2020,MOHAWK VALLEY,134,19
12/04/2020,NEW YORK CITY,1354,314
12/04/2020,NORTH COUNTRY,33,5
12/04/2020,SOUTHERN TIER,134,26
12/04/2020,WESTERN NEW YORK,460,86
12/05/2020,CAPITAL REGION,217,36
12/05/2020,CENTRAL NEW YORK,269,57
12/05/2020,FINGER LAKES,516,99
12/05/2020,LONG ISLAND,689,108
12/05/2020,MID-HUDSON,601,85
12/05/2020,MOHAWK VALLEY,138,19
12/05/2020,NEW YORK CITY,1375,313
12/05/2020,NORTH COUNTRY,39,8
12/05/2020,SOUTHERN TIER,128,30
12/05/2020,WESTERN NEW YORK,470,95
12/06/2020,CAPITAL REGION,220,36
12/06/2020,CENTRAL NEW YORK,296,62
12/06/2020,FINGER LAKES,545,98
12/06/2020,LONG ISLAND,702,107
12/06/2020,MID-HUDSON,618,81
12/06/2020,MOHAWK VALLEY,146,22
12/06/2020,NEW YORK CITY,1416,327
12/06/2020,NORTH COUNTRY,38,9
12/06/2020,SOUTHERN TIER,134,29
12/06/2020,WESTERN NEW YORK,487,101
12/07/2020,CAPITAL REGION,234,41
12/07/2020,CENTRAL NEW YORK,308,61
12/07/2020,FINGER LAKES,576,102
12/07/2020,LONG ISLAND,747,112
12/07/2020,MID-HUDSON,644,89
12/07/2020,MOHAWK VALLEY,164,22
12/07/2020,NEW YORK CITY,1476,333
12/07/2020,NORTH COUNTRY,42,7
12/07/2020,SOUTHERN TIER,143,32
12/07/2020,WESTERN NEW YORK,501,107
12/08/2020,CAPITAL REGION,243,41
12/08/2020,CENTRAL NEW YORK,304,59
12/08/2020,FINGER LAKES,599,109
12/08/2020,LONG ISLAND,769,115
12/08/2020,MID-HUDSON,666,90
12/08/2020,MOHAWK VALLEY,178,28
12/08/2020,NEW YORK CITY,1524,353
12/08/2020,NORTH COUNTRY,42,8
12/08/2020,SOUTHERN TIER,151,39
12/08/2020,WESTERN NEW YORK,517,110
12/09/2020,CAPITAL REGION,253,57
12/09/2020,CENTRAL NEW YORK,319,63
12/09/2020,FINGER LAKES,604,114
12/09/2020,LONG ISLAND,804,123
12/09/2020,MID-HUDSON,694,105
12/09/2020,MOHAWK VALLEY,174,26
12/09/2020,NEW YORK CITY,1578,353
12/09/2020,NORTH COUNTRY,44,9
12/09/2020,SOUTHERN TIER,157,38
12/09/2020,WESTERN NEW YORK,537,106
12/10/2020,CAPITAL REGION,244,48
12/10/2020,CENTRAL NEW YORK,314,73
12/10/2020,FINGER LAKES,611,110
12/10/2020,LONG ISLAND,846,132
12/10/2020,MID-HUDSON,696,101
12/10/2020,MOHAWK VALLEY,186,25
12/10/2020,NEW YORK CITY,1668,361
12/10/2020,NORTH COUNTRY,47,9
12/10/2020,SOUTHERN TIER,161,36
12/10/2020,WESTERN NEW YORK,548,112
12/11/2020,CAPITAL REGION,258,46
12/11/2020,CENTRAL NEW YORK,317,70
12/11/2020,FINGER LAKES,639,121
12/11/2020,LONG ISLAND,842,137
12/11/2020,MID-HUDSON,680,106
12/11/2020,MOHAWK VALLEY,189,29
12/11/2020,NEW YORK CITY,1701,371
12/11/2020,NORTH COUNTRY,47,10
12/11/2020,SOUTHERN TIER,151,34
12/11/2020,WESTERN NEW YORK,535,105
12/12/2020,CAPITAL REGION,253,43
12/12/2020,CENTRAL NEW YORK,328,73
12/12/2020,FINGER LAKES,634,126
12/12/2020,LONG ISLAND,871,130
12/12/2020,MID-HUDSON,685,102
12/12/2020,MOHAWK VALLEY,194,30
12/12/2020,NEW YORK CITY,1727,363
12/12/2020,NORTH COUNTRY,52,13
12/12/2020,SOUTHERN TIER,146,32
12/12/2020,WESTERN NEW YORK,520,97
12/13/2020,CAPITAL REGION,269,48
12/13/2020,CENTRAL NEW YORK,340,77
12/13/2020,FINGER LAKES,681,127
12/13/2020,LONG ISLAND,935,137
12/13/2020,MID-HUDSON,705,94
12/13/2020,MOHAWK VALLEY,193,29
12/13/2020,NEW YORK CITY,1857,371
12/13/2020,NORTH COUNTRY,53,12
12/13/2020,SOUTHERN TIER,153,36
12/13/2020,WESTERN NEW YORK,526,109
12/14/2020,CAPITAL REGION,288,53
12/14/2020,CENTRAL NEW YORK,360,80
12/14/2020,FINGER LAKES,725,141
12/14/2020,LONG ISLAND,972,143
12/14/2020,MID-HUDSON,735,106
12/14/2020,MOHAWK VALLEY,192,26
12/14/2020,NEW YORK CITY,1968,364
12/14/2020,NORTH COUNTRY,56,13
12/14/2020,SOUTHERN TIER,166,34
12/14/2020,WESTERN NEW YORK,520,105
12/15/2020,CAPITAL REGION,306,49
12/15/2020,CENTRAL NEW YORK,362,82
12/15/2020,FINGER LAKES,743,144
12/15/2020,LONG ISLAND,1013,146
12/15/2020,MID-HUDSON,722,111
12/15/2020,MOHAWK VALLEY,190,28
12/15/2020,NEW YORK CITY,2000,383
12/15/2020,NORTH COUNTRY,57,14
12/15/2020,SOUTHERN TIER,177,23
12/15/2020,WESTERN NEW YORK,527,118
12/16/2020,CAPITAL REGION,328,49
12/16/2020,CENTRAL NEW YORK,386,81
12/16/2020,FINGER LAKES,736,141
12/16/2020,LONG ISLAND,1025,147
12/16/2020,MID-HUDSON,743,112
12/16/2020,MOHAWK VALLEY,194,33
12/16/2020,NEW YORK CITY,2005,386
12/16/2020,NORTH COUNTRY,59,14
12/16/2020,SOUTHERN TIER,170,25
12/16/2020,WESTERN NEW YORK,501,107
12/17/2020,CAPITAL REGION,331,53
12/17/2020,CENTRAL NEW YORK,385,79
12/17/2020,FINGER LAKES,746,132
12/17/2020,LONG ISLAND,1007,140
12/17/2020,MID-HUDSON,739,101
12/17/2020,MOHAWK VALLEY,188,35
12/17/2020,NEW YORK CITY,1984,384
12/17/2020,NORTH COUNTRY,63,15
12/17/2020,SOUTHERN TIER,164,25
12/17/2020,WESTERN NEW YORK,474,104
12/18/2020,CAPITAL REGION,334,55
12/18/2020,CENTRAL NEW YORK,399,88
12/18/2020,FINGER LAKES,750,138
12/18/2020,LONG ISLAND,1012,142
12/18/2020,MID-HUDSON,767,104
12/18/2020,MOHAWK VALLEY,195,33
12/18/2020,NEW YORK CITY,2038,386
12/18/2020,NORTH COUNTRY,58,17
12/18/2020,SOUTHERN TIER,178,25
12/18/2020,WESTERN NEW YORK,477,100
12/19/2020,CAPITAL REGION,340,60
12/19/2020,CENTRAL NEW YORK,384,84
12/19/2020,FINGER LAKES,733,132
12/19/2020,LONG ISLAND,1030,144
12/19/2020,MID-HUDSON,748,101
12/19/2020,MOHAWK VALLEY,204,42
12/19/2020,NEW YORK CITY,2036,345
12/19/2020,NORTH COUNTRY,64,16
12/19/2020,SOUTHERN TIER,173,23
12/19/2020,WESTERN NEW YORK,473,98
12/20/2020,CAPITAL REGION,348,64
12/20/2020,CENTRAL NEW YORK,407,86
12/20/2020,FINGER LAKES,735,127
12/20/2020,LONG ISLAND,1074,149
12/20/2020,MID-HUDSON,745,103
12/20/2020,MOHAWK VALLEY,205,39
12/20/2020,NEW YORK CITY,2112,401
12/20/2020,NORTH COUNTRY,57,14
12/20/2020,SOUTHERN TIER,174,20
12/20/2020,WESTERN NEW YORK,474,92
12/21/2020,CAPITAL REGION,362,65
12/21/2020,CENTRAL NEW YORK,434,91
12/21/2020,FINGER LAKES,775,125
12/21/2020,LONG ISLAND,1122,156
12/21/2020,MID-HUDSON,776,103
12/21/2020,MOHAWK VALLEY,217,36
12/21/2020,NEW YORK CITY,2242,421
12/21/2020,NORTH COUNTRY,61,14
12/21/2020,SOUTHERN TIER,182,22
12/21/2020,WESTERN NEW YORK,490,93
12/22/2020,CAPITAL REGION,380,66
12/22/2020,CENTRAL NEW YORK,433,95
12/22/2020,FINGER LAKES,816,134
12/22/2020,LONG ISLAND,1167,163
12/22/2020,MID-HUDSON,796,108
12/22/2020,MOHAWK VALLEY,211,38
12/22/2020,NEW YORK CITY,2337,439
12/22/2020,NORTH COUNTRY,69,12
12/22/2020,SOUTHERN TIER,171,27
12/22/2020,WESTERN NEW YORK,484,84
12/23/2020,CAPITAL REGION,393,66
12/23/2020,CENTRAL NEW YORK,435,90
12/23/2020,FINGER LAKES,834,136
12/23/2020,LONG ISLAND,1150,159
12/23/2020,MID-HUDSON,785,114
12/23/2020,MOHAWK VALLEY,218,39
12/23/2020,NEW YORK CITY,2387,435
12/23/2020,NORTH COUNTRY,69,10
12/23/2020,SOUTHERN TIER,161,29
12/23/2020,WESTERN NEW YORK,496,82
12/24/2020,CAPITAL REGION,375,58
12/24/2020,CENTRAL NEW YORK,424,86
12/24/2020,FINGER LAKES,874,136
12/24/2020,LONG ISLAND,1169,163
12/24/2020,MID-HUDSON,789,116
12/24/2020,MOHAWK VALLEY,225,43
12/24/2020,NEW YORK CITY,2391,435
12/24/2020,NORTH COUNTRY,63,8
12/24/2020,SOUTHERN TIER,152,32
12/24/2020,WESTERN NEW YORK,488,71
12/25/2020,CAPITAL REGION,361,61
12/25/2020,CENTRAL NEW YORK,404,77
12/25/2020,FINGER LAKES,848,141
12/25/2020,LONG ISLAND,1189,158
12/25/2020,MID-HUDSON,792,109
12/25/2020,MOHAWK VALLEY,223,37
12/25/2020,NEW YORK CITY,2384,435
12/25/2020,NORTH COUNTRY,63,8
12/25/2020,SOUTHERN TIER,153,29
12/25/2020,WESTERN NEW YORK,467,74
12/26/2020,CAPITAL REGION,380,64
12/26/2020,CENTRAL NEW YORK,399,79
12/26/2020,FINGER LAKES,921,143
12/26/2020,LONG ISLAND,1245,172
12/26/2020,MID-HUDSON,807,111
12/26/2020,MOHAWK VALLEY,240,45
12/26/2020,NEW YORK CITY,2478,457
12/26/2020,NORTH COUNTRY,66,12
12/26/2020,SOUTHERN TIER,176,28
12/26/2020,WESTERN NEW YORK,471,76
12/27/2020,CAPITAL REGION,394,65
12/27/2020,CENTRAL NEW YORK,410,87
12/27/2020,FINGER LAKES,945,147
12/27/2020,LONG ISLAND,1334,178
12/27/2020,MID-HUDSON,852,117
12/27/2020,MOHAWK VALLEY,247,44
12/27/2020,NEW YORK CITY,2631,456
12/27/2020,NORTH COUNTRY,69,16
12/27/2020,SOUTHERN TIER,183,30
